0.1038520208	CC/metrics-CC.dat	0
0.1100980183	CD/metrics-CD.dat	1
0.1236056135	DT/metrics-DT.dat	1
0.0898785869	EX/metrics-EX.dat	0
0.0977983022	FW/metrics-FW.dat	0
0.1382659573	IN/metrics-IN.dat	1
0.1016716166	JJR/metrics-JJR.dat	0
0.1004626807	JJS/metrics-JJS.dat	0
0.0790629584	LS/metrics-LS.dat	0
0.116323247	MD/metrics-MD.dat	1
0.1264573916	NNP/metrics-NNP.dat	1
0.0948010928	NNPS/metrics-NNPS.dat	0
0.0965547254	PDT/metrics-PDT.dat	0
0.1125752914	PRP/metrics-PRP.dat	1
0.1038107589	RBR/metrics-RBR.dat	0
0.1010751012	RBS/metrics-RBS.dat	0
0.1136206482	RP/metrics-RP.dat	1
0.0934021627	SYM/metrics-SYM.dat	0
0.0787224281	TO/metrics-TO.dat	0
0.0995728736	UH/metrics-UH.dat	0
0.1208244727	VBD/metrics-VBD.dat	1
0.1139725859	WDT/metrics-WDT.dat	1
0.1012012202	WP/metrics-WP.dat	0
0.1017009861	WRB/metrics-WRB.dat	0
		
		
		
		
0.1049712809	promedio	
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
0.1049712809		
